employee_id,snapshot_record_year,date_hired,date_terminated,age,years_employed,job_title,gender,status_year,employee_status
3215,,1995-01-14,,51,15,Meat Cutter,F,2010,ACTIVE
3215,,1995-01-14,,52,16,Meat Cutter,F,2011,ACTIVE
3215,,1995-01-14,,53,17,Meat Cutter,F,2012,ACTIVE
3215,,1995-01-14,,54,18,Meat Cutter,F,2013,ACTIVE
3215,,1995-01-14,,55,19,Meat Cutter,F,2014,ACTIVE
3215,,1995-01-14,,56,20,Meat Cutter,F,2015,ACTIVE
3216,,1995-01-15,2008-07-10,63,11,Produce Clerk,F,2006,ACTIVE
3216,,1995-01-15,2008-07-10,64,12,Produce Clerk,F,2007,ACTIVE
3217,,1995-01-16,,47,11,Produce Clerk,M,2006,ACTIVE
3217,,1995-01-16,,48,12,Produce Clerk,M,2007,ACTIVE
3217,,1995-01-16,,49,13,Produce Clerk,M,2008,ACTIVE
3217,,1995-01-16,,50,14,Produce Clerk,M,2009,ACTIVE
3217,,1995-01-16,,51,15,Produce Clerk,M,2010,ACTIVE
3217,,1995-01-16,,52,16,Produce Clerk,M,2011,ACTIVE
3217,,1995-01-16,,53,17,Produce Clerk,M,2012,ACTIVE
3217,,1995-01-16,,54,18,Produce Clerk,M,2013,ACTIVE
3217,,1995-01-16,,55,19,Produce Clerk,M,2014,ACTIVE
3217,,1995-01-16,,56,20,Produce Clerk,M,2015,ACTIVE
3218,,1995-01-19,,47,11,Meat Cutter,M,2006,ACTIVE
3218,,1995-01-19,,48,12,Meat Cutter,M,2007,ACTIVE
3218,,1995-01-19,,49,13,Meat Cutter,M,2008,ACTIVE
3218,,1995-01-19,,50,14,Meat Cutter,M,2009,ACTIVE
3218,,1995-01-19,,51,15,Meat Cutter,M,2010,ACTIVE
3218,,1995-01-19,,52,16,Meat Cutter,M,2011,ACTIVE
3218,,1995-01-19,,53,17,Meat Cutter,M,2012,ACTIVE
3218,,1995-01-19,,54,18,Meat Cutter,M,2013,ACTIVE
3218,,1995-01-19,,55,19,Meat Cutter,M,2014,ACTIVE
3218,,1995-01-19,,56,20,Meat Cutter,M,2015,ACTIVE
3219,,1995-01-20,,47,11,Produce Clerk,M,2006,ACTIVE
3219,,1995-01-20,,48,12,Produce Clerk,M,2007,ACTIVE
3219,,1995-01-20,,49,13,Produce Clerk,M,2008,ACTIVE
3219,,1995-01-20,,50,14,Produce Clerk,M,2009,ACTIVE
3219,,1995-01-20,,51,15,Produce Clerk,M,2010,ACTIVE
3219,,1995-01-20,,52,16,Produce Clerk,M,2011,ACTIVE
3219,,1995-01-20,,53,17,Produce Clerk,M,2012,ACTIVE
3219,,1995-01-20,,54,18,Produce Clerk,M,2013,ACTIVE
3219,,1995-01-20,,55,19,Produce Clerk,M,2014,ACTIVE
3219,,1995-01-20,,56,20,Produce Clerk,M,2015,ACTIVE
3220,,1995-01-20,2008-07-15,63,11,Meat Cutter,F,2006,ACTIVE
3220,,1995-01-20,2008-07-15,64,12,Meat Cutter,F,2007,ACTIVE
3221,,1995-01-21,,47,11,Produce Clerk,M,2006,ACTIVE
3221,,1995-01-21,,48,12,Produce Clerk,M,2007,ACTIVE
3221,,1995-01-21,,49,13,Produce Clerk,M,2008,ACTIVE
3221,,1995-01-21,,50,14,Produce Clerk,M,2009,ACTIVE
3221,,1995-01-21,,51,15,Produce Clerk,M,2010,ACTIVE
3221,,1995-01-21,,52,16,Produce Clerk,M,2011,ACTIVE
3221,,1995-01-21,,53,17,Produce Clerk,M,2012,ACTIVE
3221,,1995-01-21,,54,18,Produce Clerk,M,2013,ACTIVE
3221,,1995-01-21,,55,19,Produce Clerk,M,2014,ACTIVE
3221,,1995-01-21,,56,20,Produce Clerk,M,2015,ACTIVE
3222,,1995-01-24,,47,11,Produce Clerk,M,2006,ACTIVE
3222,,1995-01-24,,48,12,Produce Clerk,M,2007,ACTIVE
3222,,1995-01-24,,49,13,Produce Clerk,M,2008,ACTIVE
3222,,1995-01-24,,50,14,Produce Clerk,M,2009,ACTIVE
3222,,1995-01-24,,51,15,Produce Clerk,M,2010,ACTIVE
3222,,1995-01-24,,52,16,Produce Clerk,M,2011,ACTIVE
3222,,1995-01-24,,53,17,Produce Clerk,M,2012,ACTIVE
3222,,1995-01-24,,54,18,Produce Clerk,M,2013,ACTIVE
3222,,1995-01-24,,55,19,Produce Clerk,M,2014,ACTIVE
3222,,1995-01-24,,56,20,Produce Clerk,M,2015,ACTIVE
3223,,1995-01-25,,47,11,Meat Cutter,M,2006,ACTIVE
3223,,1995-01-25,,48,12,Meat Cutter,M,2007,ACTIVE
3223,,1995-01-25,,49,13,Meat Cutter,M,2008,ACTIVE
3223,,1995-01-25,,50,14,Meat Cutter,M,2009,ACTIVE
3223,,1995-01-25,,51,15,Meat Cutter,M,2010,ACTIVE
3223,,1995-01-25,,52,16,Meat Cutter,M,2011,ACTIVE
3223,,1995-01-25,,53,17,Meat Cutter,M,2012,ACTIVE
3223,,1995-01-25,,54,18,Meat Cutter,M,2013,ACTIVE
3223,,1995-01-25,,55,19,Meat Cutter,M,2014,ACTIVE
3223,,1995-01-25,,56,20,Meat Cutter,M,2015,ACTIVE
3224,,1995-01-26,,47,11,Meat Cutter,F,2006,ACTIVE
3224,,1995-01-26,,48,12,Meat Cutter,F,2007,ACTIVE
3224,,1995-01-26,,49,13,Meat Cutter,F,2008,ACTIVE
3224,,1995-01-26,,50,14,Meat Cutter,F,2009,ACTIVE
3224,,1995-01-26,,51,15,Meat Cutter,F,2010,ACTIVE
3224,,1995-01-26,,52,16,Meat Cutter,F,2011,ACTIVE
3224,,1995-01-26,,53,17,Meat Cutter,F,2012,ACTIVE
3224,,1995-01-26,,54,18,Meat Cutter,F,2013,ACTIVE
3224,,1995-01-26,,55,19,Meat Cutter,F,2014,ACTIVE
3224,,1995-01-26,,56,20,Meat Cutter,F,2015,ACTIVE
3226,,1995-01-27,2008-07-22,63,11,Meat Cutter,F,2006,ACTIVE
3226,,1995-01-27,2008-07-22,64,12,Meat Cutter,F,2007,ACTIVE
3228,,1995-01-28,,47,11,Meat Cutter,M,2006,ACTIVE
3228,,1995-01-28,,48,12,Meat Cutter,M,2007,ACTIVE
3228,,1995-01-28,,49,13,Meat Cutter,M,2008,ACTIVE
3228,,1995-01-28,,50,14,Meat Cutter,M,2009,ACTIVE
3228,,1995-01-28,,51,15,Meat Cutter,M,2010,ACTIVE
3228,,1995-01-28,,52,16,Meat Cutter,M,2011,ACTIVE
3228,,1995-01-28,,53,17,Meat Cutter,M,2012,ACTIVE
3228,,1995-01-28,,54,18,Meat Cutter,M,2013,ACTIVE
3228,,1995-01-28,,55,19,Meat Cutter,M,2014,ACTIVE
3228,,1995-01-28,,56,20,Meat Cutter,M,2015,ACTIVE
3229,,1995-01-28,,47,11,Meat Cutter,M,2006,ACTIVE
3229,,1995-01-28,,48,12,Meat Cutter,M,2007,ACTIVE
3229,,1995-01-28,,49,13,Meat Cutter,M,2008,ACTIVE
3229,,1995-01-28,,50,14,Meat Cutter,M,2009,ACTIVE
3229,,1995-01-28,,51,15,Meat Cutter,M,2010,ACTIVE
3229,,1995-01-28,,52,16,Meat Cutter,M,2011,ACTIVE
3229,,1995-01-28,,53,17,Meat Cutter,M,2012,ACTIVE
3229,,1995-01-28,,54,18,Meat Cutter,M,2013,ACTIVE
3229,,1995-01-28,,55,19,Meat Cutter,M,2014,ACTIVE
3229,,1995-01-28,,56,20,Meat Cutter,M,2015,ACTIVE
3230,,1995-01-29,,47,11,Produce Clerk,M,2006,ACTIVE
3230,,1995-01-29,,48,12,Produce Clerk,M,2007,ACTIVE
3230,,1995-01-29,,49,13,Produce Clerk,M,2008,ACTIVE
3230,,1995-01-29,,50,14,Produce Clerk,M,2009,ACTIVE
3230,,1995-01-29,,51,15,Produce Clerk,M,2010,ACTIVE
3230,,1995-01-29,,52,16,Produce Clerk,M,2011,ACTIVE
3230,,1995-01-29,,53,17,Produce Clerk,M,2012,ACTIVE
3230,,1995-01-29,,54,18,Produce Clerk,M,2013,ACTIVE
3230,,1995-01-29,,55,19,Produce Clerk,M,2014,ACTIVE
3230,,1995-01-29,,56,20,Produce Clerk,M,2015,ACTIVE
3233,,1995-02-02,2008-07-28,63,11,Produce Clerk,F,2006,ACTIVE
3233,,1995-02-02,2008-07-28,64,12,Produce Clerk,F,2007,ACTIVE
3234,,1995-02-02,2008-07-28,63,11,Meat Cutter,F,2006,ACTIVE
3234,,1995-02-02,2008-07-28,64,12,Meat Cutter,F,2007,ACTIVE
3235,,1995-02-03,2008-07-29,63,11,Meat Cutter,F,2006,ACTIVE
3235,,1995-02-03,2008-07-29,64,12,Meat Cutter,F,2007,ACTIVE
3236,,1995-02-03,2008-07-29,63,11,Meat Cutter,F,2006,ACTIVE
3236,,1995-02-03,2008-07-29,64,12,Meat Cutter,F,2007,ACTIVE
3237,,1995-02-04,,47,11,Produce Clerk,F,2006,ACTIVE
3237,,1995-02-04,,48,12,Produce Clerk,F,2007,ACTIVE
3237,,1995-02-04,,49,13,Produce Clerk,F,2008,ACTIVE
3237,,1995-02-04,,50,14,Produce Clerk,F,2009,ACTIVE
3237,,1995-02-04,,51,15,Produce Clerk,F,2010,ACTIVE
3237,,1995-02-04,,52,16,Produce Clerk,F,2011,ACTIVE
3237,,1995-02-04,,53,17,Produce Clerk,F,2012,ACTIVE
3237,,1995-02-04,,54,18,Produce Clerk,F,2013,ACTIVE
3237,,1995-02-04,,55,19,Produce Clerk,F,2014,ACTIVE
3237,,1995-02-04,,56,20,Produce Clerk,F,2015,ACTIVE
3239,,1995-02-08,,47,11,Produce Clerk,F,2006,ACTIVE
3239,,1995-02-08,,48,12,Produce Clerk,F,2007,ACTIVE
3239,,1995-02-08,,49,13,Produce Clerk,F,2008,ACTIVE
3239,,1995-02-08,,50,14,Produce Clerk,F,2009,ACTIVE
3239,,1995-02-08,,51,15,Produce Clerk,F,2010,ACTIVE
3239,,1995-02-08,,52,16,Produce Clerk,F,2011,ACTIVE
3239,,1995-02-08,,53,17,Produce Clerk,F,2012,ACTIVE
3239,,1995-02-08,,54,18,Produce Clerk,F,2013,ACTIVE
3239,,1995-02-08,,55,19,Produce Clerk,F,2014,ACTIVE
3239,,1995-02-08,,56,20,Produce Clerk,F,2015,ACTIVE
3240,,1995-02-08,,47,11,Dairy Person,F,2006,ACTIVE
3240,,1995-02-08,,48,12,Dairy Person,F,2007,ACTIVE
3240,,1995-02-08,,49,13,Dairy Person,F,2008,ACTIVE
3240,,1995-02-08,,50,14,Dairy Person,F,2009,ACTIVE
3240,,1995-02-08,,51,15,Dairy Person,F,2010,ACTIVE
3240,,1995-02-08,,52,16,Dairy Person,F,2011,ACTIVE
3240,,1995-02-08,,53,17,Dairy Person,F,2012,ACTIVE
3240,,1995-02-08,,54,18,Dairy Person,F,2013,ACTIVE
3240,,1995-02-08,,55,19,Dairy Person,F,2014,ACTIVE
3240,,1995-02-08,,56,20,Dairy Person,F,2015,ACTIVE
3241,,1995-02-09,2015-12-30,47,11,Meat Cutter,F,2006,ACTIVE
3241,,1995-02-09,2015-12-30,48,12,Meat Cutter,F,2007,ACTIVE
3241,,1995-02-09,2015-12-30,49,13,Meat Cutter,F,2008,ACTIVE
3241,,1995-02-09,2015-12-30,50,14,Meat Cutter,F,2009,ACTIVE
3241,,1995-02-09,2015-12-30,51,15,Meat Cutter,F,2010,ACTIVE
3241,,1995-02-09,2015-12-30,52,16,Meat Cutter,F,2011,ACTIVE
3241,,1995-02-09,2015-12-30,53,17,Meat Cutter,F,2012,ACTIVE
3241,,1995-02-09,2015-12-30,54,18,Meat Cutter,F,2013,ACTIVE
3241,,1995-02-09,2015-12-30,55,19,Meat Cutter,F,2014,ACTIVE
3242,,1995-02-11,,47,11,Meat Cutter,F,2006,ACTIVE
3242,,1995-02-11,,48,12,Meat Cutter,F,2007,ACTIVE
3242,,1995-02-11,,49,13,Meat Cutter,F,2008,ACTIVE
3242,,1995-02-11,,50,14,Meat Cutter,F,2009,ACTIVE
3242,,1995-02-11,,51,15,Meat Cutter,F,2010,ACTIVE
3242,,1995-02-11,,52,16,Meat Cutter,F,2011,ACTIVE
3242,,1995-02-11,,53,17,Meat Cutter,F,2012,ACTIVE
3242,,1995-02-11,,54,18,Meat Cutter,F,2013,ACTIVE
3242,,1995-02-11,,55,19,Meat Cutter,F,2014,ACTIVE
3242,,1995-02-11,,56,20,Meat Cutter,F,2015,ACTIVE
3243,,1995-02-13,,47,11,Meat Cutter,M,2006,ACTIVE
3243,,1995-02-13,,48,12,Meat Cutter,M,2007,ACTIVE
3243,,1995-02-13,,49,13,Meat Cutter,M,2008,ACTIVE
3243,,1995-02-13,,50,14,Meat Cutter,M,2009,ACTIVE
3243,,1995-02-13,,51,15,Meat Cutter,M,2010,ACTIVE
3243,,1995-02-13,,52,16,Meat Cutter,M,2011,ACTIVE
3243,,1995-02-13,,53,17,Meat Cutter,M,2012,ACTIVE
3243,,1995-02-13,,54,18,Meat Cutter,M,2013,ACTIVE
3243,,1995-02-13,,55,19,Meat Cutter,M,2014,ACTIVE
3243,,1995-02-13,,56,20,Meat Cutter,M,2015,ACTIVE
3244,,1995-02-13,,47,11,Meat Cutter,F,2006,ACTIVE
3244,,1995-02-13,,48,12,Meat Cutter,F,2007,ACTIVE
3244,,1995-02-13,,49,13,Meat Cutter,F,2008,ACTIVE
3244,,1995-02-13,,50,14,Meat Cutter,F,2009,ACTIVE
3244,,1995-02-13,,51,15,Meat Cutter,F,2010,ACTIVE
3244,,1995-02-13,,52,16,Meat Cutter,F,2011,ACTIVE
3244,,1995-02-13,,53,17,Meat Cutter,F,2012,ACTIVE
3244,,1995-02-13,,54,18,Meat Cutter,F,2013,ACTIVE
3244,,1995-02-13,,55,19,Meat Cutter,F,2014,ACTIVE
3244,,1995-02-13,,56,20,Meat Cutter,F,2015,ACTIVE
3245,,1995-02-15,,47,11,Meat Cutter,F,2006,ACTIVE
3245,,1995-02-15,,48,12,Meat Cutter,F,2007,ACTIVE
3245,,1995-02-15,,49,13,Meat Cutter,F,2008,ACTIVE
3245,,1995-02-15,,50,14,Meat Cutter,F,2009,ACTIVE
3245,,1995-02-15,,51,15,Meat Cutter,F,2010,ACTIVE
3245,,1995-02-15,,52,16,Meat Cutter,F,2011,ACTIVE
3245,,1995-02-15,,53,17,Meat Cutter,F,2012,ACTIVE
3245,,1995-02-15,,54,18,Meat Cutter,F,2013,ACTIVE
3245,,1995-02-15,,55,19,Meat Cutter,F,2014,ACTIVE
3245,,1995-02-15,,56,20,Meat Cutter,F,2015,ACTIVE
3246,,1995-02-16,,47,11,Customer Service Manager,F,2006,ACTIVE
3246,,1995-02-16,,48,12,Customer Service Manager,F,2007,ACTIVE
3246,,1995-02-16,,49,13,Customer Service Manager,F,2008,ACTIVE
3246,,1995-02-16,,50,14,Customer Service Manager,F,2009,ACTIVE
3246,,1995-02-16,,51,15,Customer Service Manager,F,2010,ACTIVE
3246,,1995-02-16,,52,16,Customer Service Manager,F,2011,ACTIVE
3246,,1995-02-16,,53,17,Customer Service Manager,F,2012,ACTIVE
3246,,1995-02-16,,54,18,Customer Service Manager,F,2013,ACTIVE
3246,,1995-02-16,,55,19,Customer Service Manager,F,2014,ACTIVE
3246,,1995-02-16,,56,20,Customer Service Manager,F,2015,ACTIVE
3247,,1995-02-17,,47,11,Produce Clerk,F,2006,ACTIVE
3247,,1995-02-17,,48,12,Produce Clerk,F,2007,ACTIVE
3247,,1995-02-17,,49,13,Produce Clerk,F,2008,ACTIVE
3247,,1995-02-17,,50,14,Produce Clerk,F,2009,ACTIVE
3247,,1995-02-17,,51,15,Produce Clerk,F,2010,ACTIVE
3247,,1995-02-17,,52,16,Produce Clerk,F,2011,ACTIVE
3247,,1995-02-17,,53,17,Produce Clerk,F,2012,ACTIVE
3247,,1995-02-17,,54,18,Produce Clerk,F,2013,ACTIVE
3247,,1995-02-17,,55,19,Produce Clerk,F,2014,ACTIVE
3247,,1995-02-17,,56,20,Produce Clerk,F,2015,ACTIVE
3248,,1995-02-19,2008-08-14,63,11,Dairy Person,F,2006,ACTIVE
3248,,1995-02-19,2008-08-14,64,12,Dairy Person,F,2007,ACTIVE
3249,,1995-02-20,,47,11,Meat Cutter,F,2006,ACTIVE
3249,,1995-02-20,,48,12,Meat Cutter,F,2007,ACTIVE
3249,,1995-02-20,,49,13,Meat Cutter,F,2008,ACTIVE
3249,,1995-02-20,,50,14,Meat Cutter,F,2009,ACTIVE
3249,,1995-02-20,,51,15,Meat Cutter,F,2010,ACTIVE
3249,,1995-02-20,,52,16,Meat Cutter,F,2011,ACTIVE
3249,,1995-02-20,,53,17,Meat Cutter,F,2012,ACTIVE
3249,,1995-02-20,,54,18,Meat Cutter,F,2013,ACTIVE
3249,,1995-02-20,,55,19,Meat Cutter,F,2014,ACTIVE
3249,,1995-02-20,,56,20,Meat Cutter,F,2015,ACTIVE
3250,,1995-02-21,,47,11,Meat Cutter,M,2006,ACTIVE
3250,,1995-02-21,,48,12,Meat Cutter,M,2007,ACTIVE
3250,,1995-02-21,,49,13,Meat Cutter,M,2008,ACTIVE
3250,,1995-02-21,,50,14,Meat Cutter,M,2009,ACTIVE
3250,,1995-02-21,,51,15,Meat Cutter,M,2010,ACTIVE
3250,,1995-02-21,,52,16,Meat Cutter,M,2011,ACTIVE
3250,,1995-02-21,,53,17,Meat Cutter,M,2012,ACTIVE
3250,,1995-02-21,,54,18,Meat Cutter,M,2013,ACTIVE
3250,,1995-02-21,,55,19,Meat Cutter,M,2014,ACTIVE
3250,,1995-02-21,,56,20,Meat Cutter,M,2015,ACTIVE
3251,,1995-02-21,,47,11,Produce Clerk,F,2006,ACTIVE
3251,,1995-02-21,,48,12,Produce Clerk,F,2007,ACTIVE
3251,,1995-02-21,,49,13,Produce Clerk,F,2008,ACTIVE
3251,,1995-02-21,,50,14,Produce Clerk,F,2009,ACTIVE
3251,,1995-02-21,,51,15,Produce Clerk,F,2010,ACTIVE
3251,,1995-02-21,,52,16,Produce Clerk,F,2011,ACTIVE
3251,,1995-02-21,,53,17,Produce Clerk,F,2012,ACTIVE
3251,,1995-02-21,,54,18,Produce Clerk,F,2013,ACTIVE
3251,,1995-02-21,,55,19,Produce Clerk,F,2014,ACTIVE
3251,,1995-02-21,,56,20,Produce Clerk,F,2015,ACTIVE
3252,,1995-02-22,,47,11,Meat Cutter,F,2006,ACTIVE
3252,,1995-02-22,,48,12,Meat Cutter,F,2007,ACTIVE
3252,,1995-02-22,,49,13,Meat Cutter,F,2008,ACTIVE
3252,,1995-02-22,,50,14,Meat Cutter,F,2009,ACTIVE
3252,,1995-02-22,,51,15,Meat Cutter,F,2010,ACTIVE
3252,,1995-02-22,,52,16,Meat Cutter,F,2011,ACTIVE
3252,,1995-02-22,,53,17,Meat Cutter,F,2012,ACTIVE
3252,,1995-02-22,,54,18,Meat Cutter,F,2013,ACTIVE
3252,,1995-02-22,,55,19,Meat Cutter,F,2014,ACTIVE
3252,,1995-02-22,,56,20,Meat Cutter,F,2015,ACTIVE
3253,,1995-02-22,,47,11,Dairy Person,F,2006,ACTIVE
3253,,1995-02-22,,48,12,Dairy Person,F,2007,ACTIVE
3253,,1995-02-22,,49,13,Dairy Person,F,2008,ACTIVE
3253,,1995-02-22,,50,14,Dairy Person,F,2009,ACTIVE
3253,,1995-02-22,,51,15,Dairy Person,F,2010,ACTIVE
3253,,1995-02-22,,52,16,Dairy Person,F,2011,ACTIVE
3253,,1995-02-22,,53,17,Dairy Person,F,2012,ACTIVE
3253,,1995-02-22,,54,18,Dairy Person,F,2013,ACTIVE
3253,,1995-02-22,,55,19,Dairy Person,F,2014,ACTIVE
3253,,1995-02-22,,56,20,Dairy Person,F,2015,ACTIVE
3254,,1995-02-22,,47,11,Meat Cutter,F,2006,ACTIVE
3254,,1995-02-22,,48,12,Meat Cutter,F,2007,ACTIVE
3254,,1995-02-22,,49,13,Meat Cutter,F,2008,ACTIVE
3254,,1995-02-22,,50,14,Meat Cutter,F,2009,ACTIVE
3254,,1995-02-22,,51,15,Meat Cutter,F,2010,ACTIVE
3254,,1995-02-22,,52,16,Meat Cutter,F,2011,ACTIVE
3254,,1995-02-22,,53,17,Meat Cutter,F,2012,ACTIVE
3254,,1995-02-22,,54,18,Meat Cutter,F,2013,ACTIVE
3254,,1995-02-22,,55,19,Meat Cutter,F,2014,ACTIVE
3254,,1995-02-22,,56,20,Meat Cutter,F,2015,ACTIVE
3255,,1995-02-22,,47,11,Meat Cutter,F,2006,ACTIVE
3255,,1995-02-22,,48,12,Meat Cutter,F,2007,ACTIVE
3255,,1995-02-22,,49,13,Meat Cutter,F,2008,ACTIVE
3255,,1995-02-22,,50,14,Meat Cutter,F,2009,ACTIVE
3255,,1995-02-22,,51,15,Meat Cutter,F,2010,ACTIVE
3255,,1995-02-22,,52,16,Meat Cutter,F,2011,ACTIVE
3255,,1995-02-22,,53,17,Meat Cutter,F,2012,ACTIVE
3255,,1995-02-22,,54,18,Meat Cutter,F,2013,ACTIVE
3255,,1995-02-22,,55,19,Meat Cutter,F,2014,ACTIVE
3255,,1995-02-22,,56,20,Meat Cutter,F,2015,ACTIVE
3256,,1995-02-22,,47,11,Meat Cutter,F,2006,ACTIVE
3256,,1995-02-22,,48,12,Meat Cutter,F,2007,ACTIVE
3256,,1995-02-22,,49,13,Meat Cutter,F,2008,ACTIVE
3256,,1995-02-22,,50,14,Meat Cutter,F,2009,ACTIVE
3256,,1995-02-22,,51,15,Meat Cutter,F,2010,ACTIVE
3256,,1995-02-22,,52,16,Meat Cutter,F,2011,ACTIVE
3256,,1995-02-22,,53,17,Meat Cutter,F,2012,ACTIVE
3256,,1995-02-22,,54,18,Meat Cutter,F,2013,ACTIVE
3256,,1995-02-22,,55,19,Meat Cutter,F,2014,ACTIVE
3256,,1995-02-22,,56,20,Meat Cutter,F,2015,ACTIVE
3257,,1995-02-23,,47,11,Produce Clerk,F,2006,ACTIVE
3257,,1995-02-23,,48,12,Produce Clerk,F,2007,ACTIVE
3257,,1995-02-23,,49,13,Produce Clerk,F,2008,ACTIVE
3257,,1995-02-23,,50,14,Produce Clerk,F,2009,ACTIVE
3257,,1995-02-23,,51,15,Produce Clerk,F,2010,ACTIVE
3257,,1995-02-23,,52,16,Produce Clerk,F,2011,ACTIVE
3257,,1995-02-23,,53,17,Produce Clerk,F,2012,ACTIVE
3257,,1995-02-23,,54,18,Produce Clerk,F,2013,ACTIVE
3257,,1995-02-23,,55,19,Produce Clerk,F,2014,ACTIVE
3257,,1995-02-23,,56,20,Produce Clerk,F,2015,ACTIVE
3258,,1995-02-23,,47,11,Meat Cutter,M,2006,ACTIVE
3258,,1995-02-23,,48,12,Meat Cutter,M,2007,ACTIVE
3258,,1995-02-23,,49,13,Meat Cutter,M,2008,ACTIVE
3258,,1995-02-23,,50,14,Meat Cutter,M,2009,ACTIVE
3258,,1995-02-23,,51,15,Meat Cutter,M,2010,ACTIVE
3258,,1995-02-23,,52,16,Meat Cutter,M,2011,ACTIVE
3258,,1995-02-23,,53,17,Meat Cutter,M,2012,ACTIVE
3258,,1995-02-23,,54,18,Meat Cutter,M,2013,ACTIVE
3258,,1995-02-23,,55,19,Meat Cutter,M,2014,ACTIVE
3258,,1995-02-23,,56,20,Meat Cutter,M,2015,ACTIVE
3259,,1995-02-24,,47,11,Meat Cutter,F,2006,ACTIVE
3259,,1995-02-24,,48,12,Meat Cutter,F,2007,ACTIVE
3259,,1995-02-24,,49,13,Meat Cutter,F,2008,ACTIVE
3259,,1995-02-24,,50,14,Meat Cutter,F,2009,ACTIVE
3259,,1995-02-24,,51,15,Meat Cutter,F,2010,ACTIVE
3259,,1995-02-24,,52,16,Meat Cutter,F,2011,ACTIVE
3259,,1995-02-24,,53,17,Meat Cutter,F,2012,ACTIVE
3259,,1995-02-24,,54,18,Meat Cutter,F,2013,ACTIVE
3259,,1995-02-24,,55,19,Meat Cutter,F,2014,ACTIVE
3259,,1995-02-24,,56,20,Meat Cutter,F,2015,ACTIVE
3260,,1995-02-27,,47,11,Produce Clerk,F,2006,ACTIVE
3260,,1995-02-27,,48,12,Produce Clerk,F,2007,ACTIVE
3260,,1995-02-27,,49,13,Produce Clerk,F,2008,ACTIVE
3260,,1995-02-27,,50,14,Produce Clerk,F,2009,ACTIVE
3260,,1995-02-27,,51,15,Produce Clerk,F,2010,ACTIVE
3260,,1995-02-27,,52,16,Produce Clerk,F,2011,ACTIVE
3260,,1995-02-27,,53,17,Produce Clerk,F,2012,ACTIVE
3260,,1995-02-27,,54,18,Produce Clerk,F,2013,ACTIVE
3260,,1995-02-27,,55,19,Produce Clerk,F,2014,ACTIVE
3260,,1995-02-27,,56,20,Produce Clerk,F,2015,ACTIVE
3262,,1995-02-28,2008-08-23,63,11,Meat Cutter,F,2006,ACTIVE
3262,,1995-02-28,2008-08-23,64,12,Meat Cutter,F,2007,ACTIVE
3263,,1995-02-28,,47,11,Dairy Person,F,2006,ACTIVE
3263,,1995-02-28,,48,12,Dairy Person,F,2007,ACTIVE
3263,,1995-02-28,,49,13,Dairy Person,F,2008,ACTIVE
3263,,1995-02-28,,50,14,Dairy Person,F,2009,ACTIVE
3263,,1995-02-28,,51,15,Dairy Person,F,2010,ACTIVE
3263,,1995-02-28,,52,16,Dairy Person,F,2011,ACTIVE
3263,,1995-02-28,,53,17,Dairy Person,F,2012,ACTIVE
3263,,1995-02-28,,54,18,Dairy Person,F,2013,ACTIVE
3263,,1995-02-28,,55,19,Dairy Person,F,2014,ACTIVE
3263,,1995-02-28,,56,20,Dairy Person,F,2015,ACTIVE
3264,,1995-03-01,,47,11,Produce Clerk,F,2006,ACTIVE
3264,,1995-03-01,,48,12,Produce Clerk,F,2007,ACTIVE
3264,,1995-03-01,,49,13,Produce Clerk,F,2008,ACTIVE
3264,,1995-03-01,,50,14,Produce Clerk,F,2009,ACTIVE
3264,,1995-03-01,,51,15,Produce Clerk,F,2010,ACTIVE
3264,,1995-03-01,,52,16,Produce Clerk,F,2011,ACTIVE
3264,,1995-03-01,,53,17,Produce Clerk,F,2012,ACTIVE
3264,,1995-03-01,,54,18,Produce Clerk,F,2013,ACTIVE
3264,,1995-03-01,,55,19,Produce Clerk,F,2014,ACTIVE
3264,,1995-03-01,,56,20,Produce Clerk,F,2015,ACTIVE
3265,,1995-03-02,,47,11,Meat Cutter,M,2006,ACTIVE
3265,,1995-03-02,,48,12,Meat Cutter,M,2007,ACTIVE
3265,,1995-03-02,,49,13,Meat Cutter,M,2008,ACTIVE
3265,,1995-03-02,,50,14,Meat Cutter,M,2009,ACTIVE
3265,,1995-03-02,,51,15,Meat Cutter,M,2010,ACTIVE
3265,,1995-03-02,,52,16,Meat Cutter,M,2011,ACTIVE
3265,,1995-03-02,,53,17,Meat Cutter,M,2012,ACTIVE
3265,,1995-03-02,,54,18,Meat Cutter,M,2013,ACTIVE
3265,,1995-03-02,,55,19,Meat Cutter,M,2014,ACTIVE
3265,,1995-03-02,,56,20,Meat Cutter,M,2015,ACTIVE
3266,,1995-03-02,,47,11,Meat Cutter,M,2006,ACTIVE
3266,,1995-03-02,,48,12,Meat Cutter,M,2007,ACTIVE
3266,,1995-03-02,,49,13,Meat Cutter,M,2008,ACTIVE
3266,,1995-03-02,,50,14,Meat Cutter,M,2009,ACTIVE
3266,,1995-03-02,,51,15,Meat Cutter,M,2010,ACTIVE
3266,,1995-03-02,,52,16,Meat Cutter,M,2011,ACTIVE
3266,,1995-03-02,,53,17,Meat Cutter,M,2012,ACTIVE
3266,,1995-03-02,,54,18,Meat Cutter,M,2013,ACTIVE
3266,,1995-03-02,,55,19,Meat Cutter,M,2014,ACTIVE
3266,,1995-03-02,,56,20,Meat Cutter,M,2015,ACTIVE
